"Month","Day","Year","Date","Victims_Killed","Victims_Wounded","Number_Victims","Media_Attention","Quarter","State","School_Level","During_School","Time_Period","Age","Weapon_Type","AgeGroup"
3,7,2022,"3/7/2022",1,2,3,"National","Spring","IA","High School","Yes","Dismissal","17","Multiple Handguns","Teen"
3,7,2022,"3/7/2022",1,2,3,"National","Spring","IA","High School","Yes","Dismissal","14","Multiple Handguns","Teen"
3,7,2022,"3/7/2022",1,2,3,"National","Spring","IA","High School","Yes","Dismissal","Teen","Multiple Handguns","Teen"
3,7,2022,"3/7/2022",1,2,3,"National","Spring","IA","High School","Yes","Dismissal","Teen","Multiple Handguns","Teen"
3,7,2022,"3/7/2022",1,2,3,"National","Spring","IA","High School","Yes","Dismissal","Teen","Multiple Handguns","Teen"
3,7,2022,"3/7/2022",1,2,3,"National","Spring","IA","High School","Yes","Dismissal","Teen","Multiple Handguns","Teen"
3,4,2022,"3/4/2022",0,2,2,"National","Spring","KS","High School","Yes","Morning Classes","18","Handgun","Teen"
3,3,2022,"3/3/2022",0,1,1,"Local","Winter","MI","High School","Yes","Afternoon Classes",NA,"Handgun",NA
2,28,2022,"2/28/2022",0,1,1,"Regional","Winter","NY","High School","Yes","Dismissal","Teen","Handgun","Teen"
2,27,2022,"2/27/2022",1,0,1,"Local","Winter","DC","High School","No","Not a School Day",NA,"Handgun",NA
2,25,2022,"2/25/2022",1,0,1,"National","Winter","NM","High School","Yes","Morning Classes","14","Handgun","Teen"
2,25,2022,"2/25/2022",0,0,0,"Regional","Winter","AL","Elementary","Yes","Morning Classes","10","Handgun","Child"
2,23,2022,"2/23/2022",0,0,0,"Local","Winter","VA","High School","No","Sport Event",NA,"Handgun",NA
2,22,2022,"2/22/2022",1,0,1,"Regional","Winter","TX","High School","No","After School","Adult","Handgun","Adult"
2,22,2022,"2/22/2022",1,0,1,"Regional","Winter","CO","Middle school","Yes","Dismissal",NA,"Handgun",NA
2,21,2022,"2/21/2022",1,0,1,"Local","Winter","MD","Elementary","No","Evening","Adult","Handgun","Adult"
2,20,2022,"2/20/2022",0,1,1,"Local","Winter","OK","Middle school","No","Night","Adult","Handgun","Adult"
2,18,2022,"2/18/2022",0,0,0,"Regional","Winter","MA","High School","No","Sport Event","18","Other","Teen"
2,18,2022,"2/18/2022",0,0,0,"Regional","Winter","MA","High School","No","Sport Event","17","Other","Teen"
2,18,2022,"2/18/2022",0,0,0,"Regional","Winter","MA","High School","No","Sport Event","17","Other","Teen"
2,18,2022,"2/18/2022",0,0,0,"Regional","Winter","MA","High School","No","Sport Event","16","Other","Teen"
2,17,2022,"2/17/2022",0,1,1,"Local","Winter","WA","Elementary","No","Evening","Adult","Handgun","Adult"
2,14,2022,"2/14/2022",0,0,0,"Local","Winter","FL","Middle school","Yes","Dismissal","39","Handgun","Adult"
2,11,2022,"2/11/2022",0,1,1,"Local","Winter","DC","K-8th","Yes","Afternoon Classes",NA,"Handgun",NA
2,9,2022,"2/9/2022",0,2,2,"Regional","Winter","NY","High School","Yes","Dismissal","17","Handgun","Teen"
2,8,2022,"2/8/2022",0,2,2,"Regional","Winter","MD","High School","No","After School","16","Handgun","Teen"
2,8,2022,"2/8/2022",0,0,0,"Regional","Winter","NY","High School","Yes","Dismissal",NA,"Handgun",NA
2,4,2022,"2/4/2022",0,0,0,"Local","Winter","GA","High School","Yes","Dismissal","Teen","Handgun","Teen"
2,4,2022,"2/4/2022",0,1,1,"Local","Winter","AL","High School","No","Sport Event",NA,"Handgun",NA
2,1,2022,"2/1/2022",0,1,1,"Regional","Winter","IL","Elementary","Yes","Morning Classes","Adult","Handgun","Adult"
2,1,2022,"2/1/2022",0,5,5,"National","Winter","WI","High School","No","Sport Event","34","Handgun","Adult"
2,1,2022,"2/1/2022",0,5,5,"National","Winter","WI","High School","No","Sport Event","34","Handgun","Adult"
1,29,2022,"1/29/2022",1,0,1,"Regional","Winter","WI","High School","No","Sport Event","Adult","Handgun","Adult"
1,28,2022,"1/28/2022",0,0,0,"Local","Winter","LA","High School","No","Sport Event","Adult","Handgun","Adult"
1,27,2022,"1/27/2022",0,1,1,"Local","Winter","TX","Elementary","No","Night","Adult","Handgun","Adult"
1,26,2022,"1/26/2022",1,0,1,"Regional","Winter","PA","High School","Yes","Dismissal",NA,"Handgun",NA
1,21,2022,"1/21/2022",0,1,1,"Regional","Fall","MD","High School","Yes","Afternoon Classes","17","Handgun","Teen"
1,19,2022,"1/19/2022",0,0,0,"Local","Winter","DC","High School","No","After School","Adult","Handgun","Adult"
1,19,2022,"1/19/2022",0,1,1,"Local","Winter","VA","High School","Yes","Dismissal","19","Handgun","Adult"
1,19,2022,"1/19/2022",0,1,1,"Local","Winter","VA","High School","Yes","Dismissal","19","Handgun","Adult"
1,19,2022,"1/19/2022",0,1,1,"Local","Winter","VA","High School","Yes","Dismissal","18","Handgun","Teen"
1,19,2022,"1/19/2022",0,1,1,"Local","Winter","VA","High School","Yes","Dismissal","18","Handgun","Teen"
1,19,2022,"1/19/2022",0,1,1,"Local","Winter","VA","High School","Yes","Dismissal","Teen","Handgun","Teen"
1,19,2022,"1/19/2022",0,1,1,"Local","Winter","VA","High School","Yes","Dismissal","Teen","Handgun","Teen"
1,19,2022,"1/19/2022",0,1,1,"Regional","Winter","FL","High School","Yes","Lunch","16","Handgun","Teen"
1,17,2022,"1/17/2022",2,0,2,"Local","Winter","TX","Elementary","No","Night","Adult","Multiple Handguns","Adult"
1,17,2022,"1/17/2022",2,0,2,"Local","Winter","TX","Elementary","No","Night","Adult","Multiple Handguns","Adult"
1,17,2022,"1/17/2022",2,0,2,"Local","Winter","TX","Elementary","No","Night","Adult","Multiple Handguns","Adult"
1,14,2022,"1/14/2022",0,0,0,"Local","Winter","MD","High School","Yes","School Start","27","Rifle","Adult"
1,6,2022,"1/6/2022",0,2,2,"Regional","Winter","CA","High School","No","After School","Teen","Handgun","Teen"
1,4,2022,"1/4/2022",0,2,2,"National","Winter","IL","High School","Yes","Afternoon Classes","16","Multiple Handguns","Teen"
1,4,2022,"1/4/2022",0,2,2,"National","Winter","IL","High School","Yes","Afternoon Classes","17","Multiple Handguns","Teen"
1,3,2022,"1/3/2022",0,0,0,"Local","Winter","OR","K-8th","Yes","Afternoon Classes","Adult","Handgun","Adult"
12,29,2021,"12/29/2021",0,2,2,"Regional","Winter","NC","High School","No","Sport Event","Teen","Handgun","Teen"
12,29,2021,"12/29/2021",0,2,2,"Regional","Winter","NC","High School","No","Sport Event","Teen","Handgun","Teen"
12,17,2021,"12/17/2021",0,0,0,"National","Fall","TX","High School","Yes","Dismissal","Teen","Other","Teen"
12,16,2021,"12/16/2021",0,0,0,"Local","Winter","SC","High School","Yes","Dismissal","15","Handgun","Teen"
12,16,2021,"12/16/2021",0,0,0,"Local","Winter","NY","Elementary","Yes","Morning Classes","Adult","Handgun","Adult"
12,14,2021,"12/14/2021",0,0,0,"Local","Winter","WI","High School","Yes","Lunch","18","Handgun","Teen"
12,14,2021,"12/14/2021",1,0,1,"Regional","Winter","VA","High School","No","Sport Event","18","Handgun","Teen"
12,13,2021,"12/13/2021",0,0,0,"Regional","Winter","NC","High School","Yes","Dismissal","Teen","Handgun","Teen"
12,13,2021,"12/13/2021",0,0,0,"Regional","Winter","FL","High School","Yes","Dismissal","Teen","Handgun","Teen"
12,12,2021,"12/12/2021",1,0,1,"Local","Winter","NY","K-8th","No","Evening","21","Handgun","Adult"
12,11,2021,"12/11/2021",0,0,0,"Local","Winter","GA","High School","No","Sport Event","17","Handgun","Teen"
12,11,2021,"12/11/2021",0,1,1,"Local","Winter","FL","Elementary","No","Sport Event","Adult","Handgun","Adult"
12,10,2021,"12/10/2021",0,0,0,"Local","Winter","OH","High School","No","Before School","Adult","Handgun","Adult"
12,9,2021,"12/9/2021",0,0,0,"Local","Winter","NY","Elementary","Yes","Morning Classes","Adult","Handgun","Adult"
12,8,2021,"12/8/2021",0,2,2,"Regional","Winter","MO","High School","No","Sport Event",NA,"Handgun",NA
12,7,2021,"12/7/2021",1,0,1,"Local","Winter","IL","Elementary","Yes","Lunch","23","Handgun","Adult"
12,6,2021,"12/6/2021",1,2,3,"Regional","Winter","CA","Elementary","Yes","After School","Adult","Multiple Rifles","Adult"
12,6,2021,"12/6/2021",1,2,3,"Regional","Winter","CA","Elementary","Yes","After School","Adult","Multiple Rifles","Adult"
12,6,2021,"12/6/2021",0,1,1,"Regional","Winter","NY","High School","Yes","Dismissal","16","Handgun","Teen"
12,3,2021,"12/3/2021",0,0,0,"Local","Winter","WA","High School","No","After School","Teen","Handgun","Teen"
12,3,2021,"12/3/2021",0,0,0,"Local","Winter","AR","High School","No","Night","19","Handgun","Adult"
12,1,2021,"12/1/2021",0,0,0,"Local","Winter","TX","High School","Yes","Morning Classes","21","Handgun","Adult"
11,30,2021,"11/30/2021",4,7,11,"International","Fall","MI","High School","Yes","Afternoon Classes","15","Handgun","Teen"
11,30,2021,"11/30/2021",1,2,3,"Regional","Fall","TN","High School","No","Sport Event","21","Handgun","Adult"
11,29,2021,"11/29/2021",0,0,0,"Local","Fall","IL","Middle school","No","After School","Teen","Handgun","Teen"
11,29,2021,"11/29/2021",0,1,1,"Regional","Fall","AZ","High School","Yes","Afternoon Classes","Teen","Handgun","Teen"
11,26,2021,"11/26/2021",0,2,2,"Regional","Fall","CA","High School","No","Sport Event","Adult","Handgun","Adult"
11,19,2021,"11/19/2021",0,3,3,"International","Fall","CO","High School",NA,NA,"16","Multiple Handguns","Teen"
11,19,2021,"11/19/2021",0,3,3,"International","Fall","CO","High School",NA,NA,"16","Multiple Handguns","Teen"
11,19,2021,"11/19/2021",0,3,3,"International","Fall","CO","High School",NA,NA,"16","Multiple Handguns","Teen"
11,19,2021,"11/19/2021",0,3,3,"International","Fall","CO","High School",NA,NA,"17","Multiple Handguns","Teen"
11,16,2021,"11/16/2021",0,0,0,"Local","Fall","NY","Elementary","Yes","Dismissal","45","Handgun","Adult"
11,15,2021,"11/15/2021",0,0,0,"Regional","Fall","NY","High School","Yes","Dismissal","13","Handgun","Teen"
11,8,2021,"11/8/2021",0,1,1,"Local","Fall","NY","High School","Yes","Dismissal","Teen","Handgun","Teen"
11,6,2021,"11/6/2021",0,0,0,"Local","Fall","FL","High School","No","School Event","Teen","Handgun","Teen"
11,2,2021,"11/2/2021",0,3,3,"Local","Fall","NM","Middle school","Yes","Dismissal","12","Other","Teen"
11,2,2021,"11/2/2021",0,3,3,"Local","Fall","NM","Middle school","Yes","Dismissal","12","Other","Teen"
10,30,2021,"10/30/2021",0,1,1,"Regional","Fall","PA","High School","No","Sport Event","Adult","Handgun","Adult"
10,27,2021,"10/27/2021",0,0,0,"Local","Fall","SC","High School","No","Evening","17","Handgun","Teen"
10,26,2021,"10/26/2021",0,0,0,"Local",NA,"IL","K-12th","No","After School","Adult","Handgun","Adult"
10,26,2021,"10/26/2021",0,0,0,"Local","Fall","MS","K-12th","Yes","Morning Classes",NA,"Shotgun",NA
10,22,2021,"10/22/2021",0,0,0,"Local","Fall","PA","High School","Yes","Afternoon Classes","18","Handgun","Teen"
10,21,2021,"10/21/2021",0,1,1,"Local","Fall","NY","Elementary","Yes","Dismissal","Adult","Handgun","Adult"
10,18,2021,"10/18/2021",0,2,2,"Local","Fall","PA","High School","Yes","Dismissal","21","Handgun","Adult"
10,17,2021,"10/17/2021",0,0,0,"Local",NA,"AR","High School","No","Evening","28","Rifle","Adult"
10,15,2021,"10/15/2021",0,1,1,"Local","Fall","CA","Elementary","Yes","Morning Classes","33","Handgun","Adult"
10,15,2021,"10/15/2021",0,4,4,"International",NA,"AL","6th-12th","No","Sport Event","19","Handgun","Adult"
10,13,2021,"10/13/2021",0,0,0,"Local","Fall","PA","Elementary","Yes","School Start","10","Other","Child"
10,13,2021,"10/13/2021",0,0,0,"Local","Fall","PA","Elementary","Yes","School Start","10","Other","Child"
10,12,2021,"10/12/2021",0,2,2,"Local","Fall","MI","Elementary","No","After School",NA,"Handgun",NA
10,12,2021,"10/12/2021",0,0,0,"Local","Fall","OK","High School","Yes","Dismissal","Teen","Other","Teen"
10,12,2021,"10/12/2021",0,2,2,"Regional","Fall","IL","High School","Yes","Dismissal",NA,"Handgun",NA
10,11,2021,"10/11/2021",0,1,1,"Local","Fall","OR","High School","Yes","Morning Classes",NA,"Handgun",NA
10,7,2021,"10/7/2021",0,0,0,"Regional","Fall","NC","Elementary","No","After School","39","Handgun","Adult"
10,7,2021,"10/7/2021",0,1,1,"Local","Fall","TX","High School","No","Sport Event",NA,"Rifle",NA
10,7,2021,"10/7/2021",1,0,1,"Local","Fall","DC","Elementary","No","Sport Event","18","Handgun","Teen"
10,6,2021,"10/6/2021",0,3,3,"International","Fall","TX","High School","Yes","Morning Classes","18","Handgun","Teen"
10,5,2021,"10/5/2021",0,0,0,"Local","Fall","ND","K-12th","Yes","Morning Classes","Teen","Handgun","Teen"
10,5,2021,"10/5/2021",0,0,0,"Local","Fall","NC","High School","Yes","Morning Classes","Teen","Handgun","Teen"
10,4,2021,"10/4/2021",0,1,1,"Local","Fall","OH","High School","No","After School",NA,"Handgun",NA
10,4,2021,"10/4/2021",0,2,2,"Regional","Fall","PA","High School","No","Night","Adult","Handgun","Adult"
10,4,2021,"10/4/2021",0,2,2,"Regional","Fall","PA","High School","No","Night","Adult","Rifle","Adult"
10,4,2021,"10/4/2021",0,0,0,"Local","Fall","IL","High School",NA,NA,NA,"Handgun",NA
10,1,2021,"10/1/2021",0,1,1,"Regional","Fall","TX","High School","Yes","Morning Classes","25","Rifle","Adult"
10,1,2021,"10/1/2021",0,0,0,"Regional","Fall","NJ","High School","No","Sport Event",NA,"Handgun",NA
10,1,2021,"10/1/2021",0,2,2,"Local","Fall","NC","High School","No","Sport Event",NA,"Handgun",NA
10,1,2021,"10/1/2021",0,1,1,"Local","Fall","NC","High School","No","Sport Event",NA,"Handgun",NA
10,1,2021,"10/1/2021",0,1,1,"Local","Fall","IN","High School","No","Sport Event","16","Handgun","Teen"
10,1,2021,"10/1/2021",0,1,1,"Local","Fall","IN","High School","No","Sport Event","14","Handgun","Teen"
9,30,2021,"9/30/2021",0,1,1,"Local","Fall","MS","Elementary","Yes","Dismissal","6","Handgun","Child"
9,30,2021,"9/30/2021",0,1,1,"National","Fall","TN","K-8th","Yes","Morning Classes","13","Handgun","Teen"
9,29,2021,"9/29/2021",0,0,0,"Local","Fall","OH","Middle school","No","Sport Event","Adult","Handgun","Adult"
9,28,2021,"9/28/2021",0,1,1,"Local","Fall","ME","High School","No","Evening",NA,"Handgun",NA
9,27,2021,"9/27/2021",0,0,0,"Local","Fall","IL","Elementary","Yes","Lunch","Child","Other","Child"
9,24,2021,"9/24/2021",0,1,1,"Local","Fall","MD","K-8th","No","Evening",NA,"Handgun",NA
9,24,2021,"9/24/2021",0,0,0,"Local","Fall","VA","High School","No","Sport Event",NA,"Handgun",NA
9,24,2021,"9/24/2021",0,0,0,"Local","Fall","FL","High School","No","Sport Event","18","Handgun","Teen"
9,24,2021,"9/24/2021",0,0,0,"Local","Fall","FL","High School","No","Sport Event","18","Rifle","Teen"
9,24,2021,"9/24/2021",0,0,0,"Local","Fall","FL","High School","No","Sport Event","17","Handgun","Teen"
9,24,2021,"9/24/2021",0,0,0,"Local","Fall","FL","High School","No","Sport Event","17","Rifle","Teen"
9,23,2021,"9/23/2021",0,0,0,"Local","Fall","ID","Middle school","Yes","Morning Classes","13","Handgun","Teen"
9,22,2021,"9/22/2021",0,1,1,"Local","Fall","NY","High School","Yes","School Start",NA,"Handgun",NA
9,21,2021,"9/21/2021",0,1,1,"Local","Fall","PA","High School","Yes","Dismissal",NA,"Handgun",NA
9,21,2021,"9/21/2021",0,0,0,"Local","Fall","OH","High School","Yes","Dismissal",NA,"Other",NA
9,21,2021,"9/21/2021",0,3,3,"Local","Fall","KS","High School","Yes","Lunch","17","Handgun","Teen"
9,21,2021,"9/21/2021",0,0,0,"Local","Fall","GA","Elementary","Yes","School Start","Adult","Handgun","Adult"
9,21,2021,"9/21/2021",0,0,0,"Local","Fall","FL","Elementary","Yes","School Start","Minor","Other",NA
9,20,2021,"9/20/2021",0,3,3,"Local","Fall","OH","Elementary","No","Evening",NA,"Multiple Handguns",NA
9,20,2021,"9/20/2021",0,3,3,"Local","Fall","OH","Elementary","No","Evening",NA,"Handgun",NA
9,20,2021,"9/20/2021",0,3,3,"Local","Fall","OH","Elementary","No","Evening",NA,"Multiple Handguns",NA
9,20,2021,"9/20/2021",0,3,3,"Local","Fall","OH","Elementary","No","Evening",NA,"Handgun",NA
9,20,2021,"9/20/2021",0,2,2,"International","Fall","VA","High School","Yes","Lunch","15","Handgun","Teen"
9,18,2021,"9/18/2021",0,3,3,"Local","Fall","CO","High School","No","Sport Event",NA,"Handgun",NA
9,17,2021,"9/17/2021",0,0,0,"Local","Fall","NC","High School","Yes","After School","Teen","Handgun","Teen"
9,17,2021,"9/17/2021",0,0,0,"Local","Fall","VA","High School","No","Sport Event",NA,"Handgun",NA
9,17,2021,"9/17/2021",0,1,1,"National","Fall","TN","High School","No","Sport Event",NA,"Handgun",NA
9,17,2021,"9/17/2021",0,2,2,"Local","Fall","PA","High School","No","Sport Event","Teen","Handgun","Teen"
9,17,2021,"9/17/2021",0,0,0,"Local","Fall","GA","High School","No","Sport Event",NA,"Handgun",NA
9,16,2021,"9/16/2021",0,0,0,"Local","Fall","WI","Elementary","No","Night","Adult","Handgun","Adult"
9,16,2021,"9/16/2021",0,0,0,"International","Fall","UT","High School","Yes","Night","Teen","Other","Teen"
9,15,2021,"9/15/2021",0,1,1,"Local","Fall","KY","Elementary","No","After School","Adult","Handgun","Adult"
9,15,2021,"9/15/2021",0,0,0,"Local","Fall","IL","High School","Yes","Afternoon Classes","15","Handgun","Teen"
9,15,2021,"9/15/2021",0,0,0,"Local","Fall","IL","High School","Yes","Afternoon Classes","17","Handgun","Teen"
9,15,2021,"9/15/2021",0,0,0,"Local","Fall","VA","Elementary","Yes","Morning Classes","Child","Other","Child"
9,14,2021,"9/14/2021",0,0,0,"Local","Fall","TN","High School","Yes","Dismissal","15","Handgun","Teen"
9,14,2021,"9/14/2021",0,0,0,"Local","Fall","MO","Elementary","Yes","School Start","Adult","Multiple Handguns","Adult"
9,14,2021,"9/14/2021",0,0,0,"Local","Fall","MO","Elementary","Yes","School Start","Adult","Multiple Handguns","Adult"
9,13,2021,"9/13/2021",0,1,1,"Local","Fall","SC","Elementary","Yes","Afternoon Classes","54","Handgun","Adult"
9,10,2021,"9/10/2021",0,0,0,"Local","Fall","CA","Elementary","Yes","Lunch","62","Other","Adult"
9,10,2021,"9/10/2021",0,0,0,"Local","Fall","CO","High School","No","Sport Event",NA,"Handgun",NA
9,9,2021,"9/9/2021",0,0,0,"Local","Fall","MI","6th-12th","Yes","Dismissal","Teen","Handgun","Teen"
9,9,2021,"9/9/2021",0,1,1,"Local","Fall","IL","Elementary","Yes","Dismissal","Adult","Handgun","Adult"
9,9,2021,"9/9/2021",0,1,1,"Local","Fall","MN","High School","No","Evening",NA,"Multiple Handguns",NA
9,9,2021,"9/9/2021",0,1,1,"Local","Fall","MN","High School","No","Evening",NA,"Multiple Handguns",NA
9,9,2021,"9/9/2021",0,1,1,"Local","Fall","MN","High School","No","Evening",NA,"Multiple Handguns",NA
9,8,2021,"9/8/2021",0,0,0,"Local","Fall","IL","High School","Yes","Afternoon Classes","18","Handgun","Teen"
9,7,2021,"9/7/2021",0,0,0,"Local","Fall","TN","High School","Yes","Dismissal","15","Handgun","Teen"
9,7,2021,"9/7/2021",0,0,0,"Local","Fall","PA","High School","Yes","Dismissal","Teen","Handgun","Teen"
9,7,2021,"9/7/2021",0,0,0,NA,"Fall","MA","Middle school","No","Night","18","Other","Teen"
9,7,2021,"9/7/2021",0,0,0,NA,"Fall","MA","Middle school","No","Night","18","Other","Teen"
9,3,2021,"9/3/2021",0,0,0,"Local","Fall","CA","High School","Yes","School Start","16","Handgun","Teen"
9,3,2021,"9/3/2021",0,0,0,"Local","Fall","CA","High School","Yes","School Start","Teen","Handgun","Teen"
9,3,2021,"9/3/2021",0,0,0,"Local","Fall","NV","High School","No","Sport Event","Adult","Handgun","Adult"
9,3,2021,"9/3/2021",0,0,0,"Local","Fall","NC","High School","No","Sport Event",NA,"Handgun",NA
9,2,2021,"9/2/2021",0,6,6,"Regional","Fall","CA","High School","Yes","Afternoon Classes","17","Handgun","Teen"
9,2,2021,"9/2/2021",0,6,6,"Regional","Fall","CA","High School","Yes","Afternoon Classes","17","Handgun","Teen"
9,2,2021,"9/2/2021",0,6,6,"Regional","Fall","CA","High School","Yes","Afternoon Classes","17","Handgun","Teen"
9,2,2021,"9/2/2021",0,6,6,"Regional","Fall","CA","High School","Yes","Afternoon Classes","17","Handgun","Teen"
9,2,2021,"9/2/2021",0,6,6,"Regional","Fall","CA","High School","Yes","Afternoon Classes","17","Handgun","Teen"
9,2,2021,"9/2/2021",0,6,6,"Regional","Fall","CA","High School","Yes","Afternoon Classes","17","Handgun","Teen"
9,2,2021,"9/2/2021",0,6,6,"Regional","Fall","CA","High School","Yes","Afternoon Classes","17","Handgun","Teen"
